customer_id,full_name,dob,nationality,id_type,id_number,type
C712600,Baltic Energy Free Zone Establishment,,EG,,,entity
C450917,Theodore Lefèvre,1995-04-24,MX,,,individual
C537551,Abu Zubair,,IQ,,,individual
C553628,Faysal Yassin,1955-12-10,YE,,,individual
C458955,Ghassimmi Laillah,1951-03-19,IR,,,individual
C712796,Tori A. Petersen,1999-01-10,MX,,,individual
C418819,Ismayl ElAtar,1996-01-11,IQ,,,individual
C962465,"Schroder, Michael M.",1988-09-04,MX,,,individual
C841197,Konstantin Bondarenko,1969-01-14,BY,,,individual
C384713,"Peterson, William J.",1963-03-04,GB,,,individual
C255825,Ural Minerals PJSC,,IR,,,entity
C585195,Massoud Ahmadi,1990-01,IR,,,individual
C252339,"Awed, Nour ben Bashar",,YE,,,individual
C869261,Ruslan Yakowlew,1977-08-20,RU,,,individual
C853162,Majede ad-Djabouri,1960-02,EG,,,individual
C663098,Kammal Al-Farsi,1986-02-14,EG,,,individual
C100142,Rammi ad-Djabouri,,EG,passport,EG68384384,individual
C547856,Dariusch Rahmani,,IR,,,individual
C772087,Rammi Mansoure,1994-03-13,SY,,,individual
C917757,Jack J. Fernandez,,CA,,,individual
C557826,Nikolay Semionoff,1979-05-24,RU,,,individual
C223539,Anthony J. Kowalsky,,MX,,,individual
C647904,Dmitrij Yegorow,1996-07-16,UA,,,individual
C939865,Valentina Fedorova,1965-03-08,RU,,,individual
C220567,Nikolay Shevchenko,1993-01-22,KZ,,,individual
C824319,Hashemmi Leilla,,AF,,,individual
C433800,Zahra Rahmani,1982-11-15,AF,,,individual
C846412,Anatoly Yashin,,UA,,,individual
C855790,"Kowalski, Jenny A.",1993-08-11,US,,,individual
C867181,"Zhukov, Gennady",1956-03-28,UA,,,individual
C891442,Anouare ibn Ahmede ElKhatebe,,SY,,,individual
C648418,Boris Popov,1994-04-13,KZ,,,individual
C438446,"Yashin, Nikolay",1988-11,BY,,,individual
C821863,Iwan Kowalenko,1969-01-27,KZ,,,individual
C228809,Adnen Faris,1985-11-14,YE,,,individual
C754346,Jen A. Schmitt,,FR,,,individual
C855539,Parvez Hashimmi,1963-03-01,AF,,,individual
C660343,Amber,,YE,registration,REG-261380,entity
C775313,Muhammed Faris,,LB,,,individual
C719366,Bosphorus Industries,,MX,,,entity
C686014,Dorothy M. Weiss,1988-01,DE,,,individual
C184890,Ruslan Tkazchenko,1962-09-01,RU,,,individual
C892706,Nilloufar Esfahani,1993-05-07,IR,,,individual
C670169,"Shamsy, Majed bin Zied Al",1993-11-28,LB,,,individual
C208243,Steven J. Delacruz,1990-11-06,FR,,,individual
C397973,Katie J. Kowalski,1996-07-12,MX,,,individual
C396968,Henry M. Fisher,1959,GB,,,individual
C969360,Nicolas J. Fischer,1951-09,GB,,,individual
C435891,Michael De la Cruz,1972-07-19,MX,,,individual
C206858,Aly Kanan,1985-10-21,JO,,,individual
C590813,Roman Kovalenko,1967-08-28,BY,,,individual
C571771,"Swetkow, Ewgeny",,BY,,,individual
C705359,Jimmy J. Ferreyra,,FR,,,individual
C134657,MT Atlantic Hope,,PA,,,vessel
C622867,M/V Lady Fortune II,,RU,,,vessel
C919883,Tommy Mac Donald,,MX,,,individual
C480731,Fateema Salih,1957-04-03,JO,,,individual
C389898,Hank Sørensen,1974-10-18,MX,,,individual
C515194,MV Bosporus One,,KM,,,vessel
C581010,Fan Engineering GmbH,,SY,,,entity
C293480,Ameer Sadighi,,AF,,,individual
C633558,Matthew Weiss,1968-04,GB,,,individual
C824450,Saaid Yazdani,1985-08-17,IR,,,individual
C236767,Vyacheslav Bondarenko,1968-12-21,RU,,,individual
C113466,"Brien, Rebecca M. O",1958-01-10,DE,,,individual
C923608,Massoude Cheerazi,1983-03,IR,,,individual
C273224,Walide ibn Sammi ElMasri,1957-09-27,SA,,,individual
C515416,Khallide ElSayide,,YE,,,individual
C405101,Mariam El Atar,1984-10-13,IQ,passport,IQ43634223,individual
C666116,Abdulazez as-Sayid,1955-06-21,YE,,,individual
C387913,Anthony J. Garcia,1962-02-07,MX,,,individual
C846266,Ivan Sokolov,1993-07-15,KZ,,,individual
C711368,ElKhateb Bashar,1984-08-18,EG,,,individual
C854261,"Mansour, Hameed ibn Kareem",,AE,passport,AE53062495,individual
C546615,Gennady Sokolov,1997-12-24,UA,,,individual
C400416,"Moradi, Parvez",1965,AF,,,individual
C593254,Storm Petrel III,,CM,,,vessel
C749930,Vasily Kovalenko,1966-02,UA,,,individual
C580345,Summit Trading,,US,,,entity
C453314,Rammen Esfahani,1965-07-04,AF,,,individual
C335972,Nicholas Meyer,1993-04-05,MX,,,individual
C482532,Aminahe Hamdane,,SY,,,individual
C444561,Hamden Yusoof,,SY,,,individual
C335273,Nadezhda Mikhailovna Shevchenko,,RU,,,individual
C654565,Nazari Ehsene,1952,IR,,,individual
C557798,"Darweech, Ismayle",1983-03-06,SY,,,individual
C791898,Dot Mueller,1984-10-03,GB,,,individual
C927561,Ruslan Nikolaevich Novikov,1989-06,KZ,,,individual
C830758,Hosain Esfahani,1962-10-22,IR,,,individual
C651109,Vessel Falcon Bay Alpha,,CM,imo,IMO9548487,vessel
C896997,"Bondarenko, Valery",1967-06,UA,,,individual
C625530,Dallal Al-Shamsi,1981-11-04,SA,,,individual
C590515,Arkady Kuznetsow,1997-11-16,RU,,,individual
C975524,Fayssal ElRashed,1966-05-10,EG,,,individual
C847267,Wallide Khourye,1998,AE,,,individual
C964551,Yussof El Nagar,,JO,,,individual
C703372,Harbor Point Textiles LLC,,US,,,entity
C903299,Trish A. Pedersen,1992-05-18,CA,,,individual
C875396,James Lindkvist,1995-05-15,DE,,,individual
C976542,Marina Vladimirovna Yashina,1991-03-13,RU,,,individual
C743191,Anastasya Popova,,KZ,,,individual
C504573,Oleg Yashin,1964,RU,,,individual
C872825,Shen Import Export,,KZ,,,entity
C202363,Yelena Smirnowa,1954,KZ,,,individual
C249203,Kate Mac Donald,1981-01-24,AU,,,individual
C411558,Anthony Mac Donald,1960,CA,,,individual
C719452,Fatemah Salmane,1972-12-22,LB,,,individual
C398130,Nasrallah Tareek,,SA,passport,SA41483438,individual
C658983,Nour b. Ismayl Haded,1970-07-22,YE,,,individual
C759679,Fatimmih Mohammadi,1971-05-12,AF,passport,AF22909676,individual
C124834,Sorensen,1985-05-01,GB,passport,GB95378266,individual
C391260,Caspian Moon Alpha,,CM,imo,IMO9122067,vessel
C171959,"Shcherbakov, Ivan Alexeevich",1999-09,UA,,,individual
C240065,"Caspian Electronics, Free Zone Establishment",,KZ,,,entity
C197881,The Karakum Energy Limited,,JO,,,entity
C821057,Ameenah Al Masri,,SA,,,individual
C443009,URAL STEEL GmbH,,BR,,,entity
C265725,Valentina Novikova,1998-06-01,UA,,,individual
C168473,Nilloufar Dschafari,1969-09-02,AF,,,individual
C743175,Nilloufar Moussavi,1972-10-03,CA,,,individual
C861056,Dariush Esfahani,1986-04-06,IR,,,individual
C109954,Saed Mansour,1980-10-24,AE,,,individual
C437890,"Khoury, Tareq",1992-04-24,SA,,,individual
C962982,Ma Aviation LLC,,CA,,,entity
C860764,The Nile Valley Engineering LLC,,DE,,,entity
C577535,ZHOU MARITIME Ltd.,,EG,,,entity
C259591,Arache Nazari,1987-11-21,AF,,,individual
C481639,"Altai Metals, FZE",,AE,,,entity
C160761,Nilloufar Baghiri,1989-04-01,IR,,,individual
C523395,Jade Dragon & Partners,,IQ,registration,REG-610020,entity
C667933,ALTAI STEEL Ltd.,,CA,,,entity
C535876,Zied Salih,1964-01-20,YE,,,individual
C990632,"Sørensen, Nicholas",1970-06-11,BR,,,individual
C343834,Vessel Amber Sky Alpha,,KM,imo,IMO9085157,vessel
C429248,"Zakharov, Nikolay Alexandrovich",,UA,,,individual
C644323,Salleem Khoury,,IQ,,,individual
C543327,Ahmed Farsi,1978-04-23,EG,,,individual
C629971,Zaynab El-Najar,1982-04-26,LB,,,individual
C341603,Jafari Rezah,1967-06-25,IR,,,individual
C596162,Amber Pharma,,IR,,,entity
C691717,Ted Van der Berg,1967,AU,,,individual
C933177,"Al-Atar, Hischam",1950-11-16,SA,,,individual
C997920,Johansson Paco,1992-01-13,MX,,,individual
C496158,Unnamed hull,,LR,imo,IMO9443452,vessel
C481137,Nabel as-Sayede,,AU,,,individual
C750392,Leonid Alexeevich Kusnesov,,KZ,,,individual
C196441,Laylah Salleh,1983,SY,,,individual
C375470,Falcon Agro Limited Liability Company,,IR,,,entity
C191186,Yuriy Yegorov,,BY,,,individual
C962620,Valery Nikolaev,1978,UA,,,individual
C776222,Alexandr Bykov,1969,RU,,,individual
C968813,The Sheikh,,US,,,individual
C521196,Masoud Bagherie,1994-08-21,AF,,,individual
C247417,Kamchatka Engineering Ltd.,,AE,,,entity
C835997,Arkady Yakovlev,1966-03-12,RU,,,individual
C565977,Omeed Akbary,1960-10-20,AF,,,individual
C274527,Sheereen Sherazi,1968-09-04,AF,,,individual
C908258,Elizabeth Fernández,1957-04-05,FR,,,individual
C528240,Damavand Pharma S.A.,,IR,,,entity
C868487,Lailah Moradi,1990-01-19,AF,,,individual
C353576,"Petersen, Margaret J.",1986-04-07,DE,,,individual
C261191,M/V Black Tide IV,,MH,,,vessel
C591427,Mohsin Sheerazi,1958-02-02,AF,,,individual
C672706,Boris Morozov,1967,RU,,,individual
C832955,Samy Mahdie,,AE,passport,AE62519988,individual
C528231,Vyacheslav Tsoy,1995-09-05,KZ,,,individual
C846361,"Nazary, Mohsin",1970-10-25,IR,,,individual
C101910,Pavel Ivanoff,1975-03-19,BY,,,individual
C146346,Daniel Lefèvre,1957,GB,passport,GB96179588,individual
C113100,"Sinai Electronics, FZE",,SY,,,entity
C648942,Roman Vladimirovich Kiseliov,,BY,,,individual
C575871,Nilloufaar Shirazie,,IR,,,individual
C835973,EUPHRATES PHARMA SA,,BR,,,entity
C456263,Falcon Bay IV Spirit,,IR,,,vessel
C543245,هشام قاسم,1998,JO,,,individual
C378294,Susan J. Nowak,1971-02-10,FR,passport,FR47453378,individual
C294698,Omar Awed,,JO,,,individual
C466148,Wang Trading JSC,,GB,,,entity
C606800,Ehsen Akbari,1959-12-08,IR,,,individual
C964153,Muhamed Nasir,1957-03-17,EG,,,individual
C713764,"Shevchenko, Dmitriy",1950-06,RU,,,individual
C627927,Bashar Barakat,,IQ,,,individual
C857504,Vasily Sokolov,1966-12-04,UA,,,individual
C562685,Reza Ahmadi,1957,IR,,,individual
C864066,"Akbari, Zahra",1982-05-09,IR,,,individual
C735970,Viktoriya Vladimirovna Stepanova,1973-04-18,BY,passport,BY55606325,individual
C442211,نسرین صالحی,1987-07-13,IR,,,individual
C433494,Betty J. Larsen,,US,,,individual
C788568,Fatimmih Sallihi,1955,AF,,,individual
C769951,Zaydi Mariam,1982,SA,,,individual
C740675,Baltic Pharma,,EG,,,entity
C490988,Xander A. Lindquist,,FR,passport,FR13390868,individual
C960342,Olson Ricky A.,,MX,,,individual
C809104,"Andersson, Jose M.",1967-04-10,AU,,,individual
C565122,Hank A. Muller,1958-06-28,US,,,individual
C949036,Jade Dragon Technologies Ltd,,CA,,,entity
C430900,Andrew J. MacDonald,1958,MX,,,individual
C901565,Zhanna Chaikovskaya,1992-08-20,UA,,,individual
C767428,Anastasya Pavlova,,BY,,,individual
C282624,Majed Moussavy,1974-02-15,IR,,,individual
C888653,Tahaah Abd al-Rahmen,1986-06-19,EG,,,individual
C134355,Patty J. Andersen,1984-04-04,MX,,,individual
C965973,"Ebrahemi, Mortiza",1978-11-01,AF,,,individual
C397069,Al-Sayid Sallim,1962,LB,,,individual
C575908,"Garcia, Babs M.",1958-06-06,AU,,,individual
C530142,Dorothy van den Berg,,US,,,individual
C649700,Fan Engineering GmbH,,DE,,,entity
C482094,Dariush Rezai,1980-09-07,AF,,,individual
C372430,Ghassemmi Zahrah,,IR,,,individual
C891101,Pareessah Kareemmi,1968-04-16,AF,,,individual
C385966,Evgeny Alexandrovich Zaitsev,1976,KZ,,,individual
C736363,Denis Kozlov,1993-01-22,KZ,passport,KZ60483097,individual
C962692,ElGabouri Sammi b. Husain,1959-08-07,EG,,,individual
C872079,Nour Khoury,1985,SA,,,individual
C363997,Matthew J. Ferreyra,1971-05-21,FR,,,individual
C531724,Dallal Ghanim,1968-12-21,IQ,,,individual
C824475,Jim Lefevre,1978-09-16,DE,,,individual
C749207,Han Logistics G.m.b.H.,,JO,,,entity
C370042,Kamraan Mousavy,1981-04-22,AF,,,individual
C949310,Northern Lights Electronics,,UA,,,entity
C749644,The Ural Logistics Limited,,DE,,,entity
C422304,Darwesch Marwen,1997-01-20,LB,,,individual
C884416,Hosain Kareemmi,,AF,,,individual
C585616,Bijen Mahmoudi,1971-02-04,IR,,,individual
C602451,Yelena Mikhailovna Pavlova,,UA,passport,UA33410263,individual
C133063,Rashed Shaheen,1986,SA,,,individual
C512327,Frank A. McDonald,1985-08-04,DE,,,individual
C813377,Sheereen Mohamadi,1950-10-19,IR,,,individual
C419129,Saede Bakre,1987-02-21,EG,,,individual
C118360,Kamaal Al Farsy,1965,JO,,,individual
C598393,Patricia A. Larsen,1984-02-06,DE,,,individual
C433875,Pavel Smirnov,1996,KZ,,,individual
C558494,Hisham Khoury,1999,SA,,,individual
C348026,Farhed Sherazi,1962-10,AF,,,individual
C121617,Yussuf El Amine,,UA,passport,YE20196511,individual
C860750,Anwar Abas,,IQ,,,individual
C421633,Kammal Najar,,IQ,,,individual
C205948,Rouslan Petrovitch Chichkin,1983-09-13,BY,,,individual
C585476,Vasily Iakovleff,,UA,,,individual
C429215,"Shevchenko, Elizaveta",1988-02-17,BY,passport,BY77296982,individual
C355263,Salma Saba,,SA,,,individual
C407375,Vova,1981-07-13,GB,,,individual
C735504,Ahmed Ghanim,1953-08,AE,,,individual
C422277,"Hashemmi, Shahram",1960-03-22,AF,,,individual
C341226,Fedor Stepanov,,BY,,,individual
C320536,"El-Saba, Zaynab",1952-04-27,YE,,,individual
C534042,Rebecca A. Olsen,1991,BR,,,individual
C693607,Bashar Hakem,,SY,,,individual
C614609,Irina Yegorova,1961-12-07,UA,,,individual
C568793,Ibrahem Bakr,1956-04,SY,,,individual
C398296,Morteza Mahmoudi,,IR,,,individual
C237652,Lotus Pharma Ltd.,,DE,,,entity
C375824,Boris Kozlov,1960-03-05,RU,,,individual
C700238,Khalleed Salmen,1976-02-05,IQ,,,individual
C841548,MV Sun Dancer Queen,,RU,,,vessel
C189667,"Nasir, Abdoolah b. Abdol Rahman",1974-04-07,SY,,,individual
C655309,Nabel Darwesch,,JO,,,individual
C922870,James Van der Berg,1978-12-27,CA,,,individual
C230540,Babs J. Smith-Jones,1986-01-09,BR,,,individual
C968158,Fahde Nassire,1984,AU,,,individual
C153669,Nasren Moradi,1990-02,AF,,,individual
C945843,Chuck Ferreira,1970,FR,,,individual
C940693,Karem Zaydi,1958-08-20,IQ,,,individual
C125947,"Sherazi, Zahra",1953-02-04,IR,,,individual
C565179,Liz A. Lindquist,1953-07-26,DE,,,individual
C281707,Golnaz Raheemi,1978-03-19,IR,,,individual
C687404,Vessel Tiger Lily,,RU,imo,IMO9763942,vessel
C811754,Madsched Ghassimmi,1972-02-06,IR,,,individual
C286551,Rammi El Khatebe,1972-05-16,YE,,,individual
C779087,Bob A. Vanderberg,1967-03-01,US,,,individual
C555408,Artem Makaroff,1993-11-11,RU,,,individual
C866693,Margaret Smith Jones,1967-12-25,CA,,,individual
C842952,Kammal Al Jabourie,1984-03-11,EG,,,individual
C435953,"at-Tikreeti, Tareq",1983-11-10,SA,,,individual
C897304,Muhamad AsSaba,1958-01,IQ,,,individual
C692729,"Peterson, Peggy",1990-04-13,BR,,,individual
C549985,Mahsah Djafari,1985-07-14,IR,,,individual
C353970,Pat A. Hernández,1976-12-23,US,,,individual
C316237,Nick A. Larson,2000-03-13,AU,,,individual
C553003,Susan M. Bianci,1955-02-16,DE,,,individual
C406828,"Semionowa, Marina",1982-12-04,KZ,,,individual
C733860,Alexandr Tsoiy,1961-02-25,RU,,,individual
C268081,Waleed Faris,,YE,passport,YE95887140,individual
C155581,Zahrah Moradi,1958-01-21,AF,,,individual
C458842,"Tchernoff, Vladimir",,BY,,,individual
C463540,Saed Hamden,1956-08-27,JO,,,individual
C172743,Anna Kiseleva,1972-03-27,RU,,,individual
C203397,Lyudmila Pavlova,1970-11-04,RU,,,individual
C842580,Sulten Zaynab,1996-11-21,IQ,,,individual
C596000,Coral Reef Queen,,CM,,,vessel
C523433,Valery Shevchenko,1986-03-03,KZ,passport,KZ33594778,individual
C742855,"Peng Aviation, Free Zone Establishment",,BY,,,entity
C384349,Nikolaiy Fedorow,,KZ,,,individual
C895132,Saede ElRacheede,1983-03-11,LB,,,individual
C800640,"Zaitsev, Artem",,UA,,,individual
C203600,The Blue Horizon Chemicals LLC,,LB,,,entity
C815885,Tehrani Maryam,1982-07-26,IR,,,individual
C703972,Marina Tkachenko,1990-07-27,UA,,,individual
C976173,Mikhail Novikov,1985-05-27,BY,,,individual
C121098,Amer Akbari,1958-05-09,AF,passport,AF78308224,individual
C211793,Ahmed Awed,1967-05-16,SA,,,individual
C802163,Ahmed ben Hasen Azez,1986-12-03,IQ,,,individual
C249144,Cao Logistics L.L.C.,,US,,,entity
C477268,Artem Petrovich Morozov,1991-01-24,KZ,,,individual
C273667,Babak Tabreezi,,IR,,,individual
C563779,Xander Larsen,,BR,,,individual
C142375,Григорий Иванович Жуков,1969-12-12,LB,,,individual
C393582,Lao Wang,,AU,,,individual
C283379,Benjamin J. Meyer,,DE,,,individual
C826053,"Salehie, Mehdie",1977-09-16,IR,,,individual
C210166,Aly Abaas,1984-10-10,AE,,,individual
C532808,KARAKUM ENGINEERING FZ-LLC,,JO,,,entity
C743561,Jamal K.,1960-02-14,SA,passport,SA64162871,individual
C830255,Marina Makarova,1975-11-18,KZ,,,individual
C744457,Yassir Al Schamsi,1987-01-20,SY,,,individual
C981621,Dai Textiles L.L.C.,,BR,,,entity
C559877,Viktoriya Orlova,1950-07,KZ,,,individual
C341566,"Fedorov, Artiom",1964-07-07,UA,,,individual
C154917,Kseniya Sokolova,1960,KZ,,,individual
C136277,Galina Nikolaevna Novikova,1968-01-27,KZ,,,individual
C921731,Mahmoud el-Douri,,AE,,,individual
C660202,Konstantin Smirnov,1997-07-23,UA,,,individual
C474002,سليم نصر الله,,US,,,individual
C186445,Fatimih Sadighi,,IR,,,individual
C249612,Alexandr Kiseliov,1968-08-18,RU,,,individual
C842916,Boris Alekseevitch Zakharoff,1988-05,KZ,,,individual
C976044,Pete A. De la Cruz,,MX,,,individual
C853983,"Sheerazi, Said",1951-06-27,AF,,,individual
C413342,Chahrame Hashimi,1997-04-17,IR,,,individual
C662584,Andreiy Volkov,1964-10-14,RU,,,individual
C144423,"Hu Textiles, Public Joint Stock Company",,RU,,,entity
C755992,Peter Da Silva,1982-02-07,US,,,individual
C238139,Kavih Rostammi,,AF,,,individual
C872521,Hamed ElTikreti,1959-05-23,SY,,,individual
C883872,"al-Douri, Hameed",1955-10-24,SA,,,individual
C657063,Yazdani Massoude,1956-07-06,AF,,,individual
C857395,"Nasralla, Raniah",1995-07-12,SA,,,individual
C392499,"Hossaini, Amer",1989-02,AF,,,individual
C273918,Ivan Kravchenko,,KZ,,,individual
C110248,Pedro A. Muller,,FR,,,individual
C314923,Iulia Pavlova,1971-01-05,KZ,,,individual
C741964,"Andersen, Theodore",1992-01-22,US,,,individual
C139455,Soultane Adnene,1980-09-08,SA,,,individual
C201811,Billy A. de la Cruz,1964-05-07,DE,,,individual
C848110,Boris Zakharov,1964,BY,,,individual
C872161,عبد الرحمن درويش,,JO,,,individual
C367845,"Grischin, Grigory",1979-03-23,RU,,,individual
C206594,Karem Barakat,,EG,,,individual
C604463,Arkady Alexeevich Zaitsev,1989-02-11,KZ,,,individual
C525829,Night Hawk II,,IR,,,vessel
C565067,Wind Runner Star Spirit,,CM,,,vessel
C769480,Dalal Barakat,1977-07-25,EG,,,individual
C947794,Konstantin Orlov,1952-10,KZ,,,individual
C670626,Marya Lebedewa,1970-01,KZ,,,individual
C673234,"Schmidt, Chris A.",1961-05-06,MX,,,individual
C725277,Tigris Import Export Sociedad Anonima,,GB,,,entity
C226329,The Volga Textiles Inc,,AU,,,entity
C148402,Karem Tahah,1964-10-16,EG,,,individual
C608447,Dan Pedersen,1996-08-02,CA,,,individual
C269475,Yasin Khadidscha,1960-11-05,SY,,,individual
C448782,The Delta Maritime Inc.,,IR,,,entity
C873406,"Amen, Jamaal ben Hisham Al",1999-11-17,YE,,,individual
C171358,SAHARA,,DE,registration,REG-704814,entity
C259057,Tori A. Olson,1958-06-21,MX,,,individual
C659837,Mariya Kravchenko,2000,UA,passport,UA69872240,individual
C282985,"Yassene, Hameede",1969-03-07,IQ,,,individual
C380485,Hammed Moradi,,AE,,,individual
C426196,Sallim b. Baschar Nassir,1969-02-03,SA,,,individual
C564125,Sami Abase,,AE,passport,AE70873425,individual
C389680,Fatema ben Abdul Karem al-Rashed,,LB,,,individual
C491874,Benjamin Fernandes,1978,EG,,,individual
C592990,PHOENIX ENERGY Co.,,LB,,,entity
C568843,YE ELECTRONICS FZE,,LB,,,entity
C193737,Anthony Fernandes,1963-10-27,MX,,,individual
C256521,Steven Andersen,,FR,,,individual
C419626,"Ivanov, Semen Sergeyevich",1981-03,BY,,,individual
C636165,"MacDonald, Thomas",1966-03-04,US,,,individual
C109166,Kseniya Nikolaevna Grishina,1992-02-23,KZ,,,individual
C304663,"Ebrahemi, Paressah",1962-08-27,IR,,,individual
C626706,Parvez Mohamady,1978-04-18,AF,,,individual
C327244,Paresa Moradi,1994,IR,,,individual
C892134,Abd el-Karem Nasralah,2000-05-17,SY,,,individual
C642104,Hamzah ElSayid,1957-11-20,JO,,,individual
C587987,Dmitriy Grishin,1953-03-18,KZ,,,individual
C755038,Mikey A. Fernandes,1969-06-22,AU,,,individual
C728688,Hajji,,CA,,,individual
C361846,Shahen Huda,,SA,,,individual
C698845,Johnny Bianchi,,BR,,,individual
C364572,Yazdani Hammeed,1995-04-16,IR,,,individual
C550190,Summit Holdings LLC,,US,,,entity
C578626,Schmidt Patricia A.,,US,,,individual
C701255,"Luo Electronics, Limited Liability Company",,BR,,,entity
C147685,AL-BAHR,,SA,registration,REG-858384,entity
C945142,Huda at-Tikreeti,,SA,,,individual
C300874,Rammi bin Zied ar-Rashed,1962-01-13,SA,,,individual
C259080,Youlia Belousova,,UA,,,individual
C910530,Grand Voyager II,,IR,imo,IMO9034112,vessel
C992722,Viktoriya Ivanovna Grichina,1987,UA,,,individual
C106961,"Sadighi, Kamraan",1968-08-01,IR,,,individual
C770605,Ivan Ivanoff,,KZ,passport,KZ18436306,individual
C116719,Lyudmila Pavlova,1963-01-20,RU,,,individual
C823986,"O'Brien, Thomas M.",1988-10-11,DE,,,individual
C164938,Bakr Samer,1987,SY,,,individual
C546147,Mikhail Kravchenko,,KZ,,,individual
C928162,Tehrani Chahrame,1994,AF,,,individual
C602389,Big Mo,1959-08-26,YE,,,individual
C240911,Omaar Faris,,JO,,,individual
C376547,Abd al-Rahmen Al Hashemmi,1992-11-09,LB,,,individual
C521906,Xie Maritime G.m.b.H.,,SY,,,entity
C304240,Adnen ben Mahmoud Mahdi,,IQ,,,individual
C952757,"Zakharoff, Semion",1996,UA,,,individual
C856266,Grigory Bykow,1979-06-17,UA,,,individual
C343668,Fan Holdings SA,,BR,,,entity
C866157,Paco A. Hernández,1972-08-04,BR,,,individual
C265551,Anwar Awed,1955-02-27,LB,,,individual
C200631,Boris Zacharow,,UA,,,individual
C420234,Ah Ming,,US,,,individual
C428159,Omar Sulten,1990-11-24,JO,,,individual
C445539,The Xu Industries Inc.,,SY,,,entity
C560839,Artem Ivanov,,UA,,,individual
C149091,"Hernández, Henry A.",,BR,,,individual
C170791,Andrey Smirnov,1990-10-10,BY,,,individual
C450462,Pavel Tzvetkoff,,BY,,,individual
C266273,Gao Energy,,GB,,,entity
C982600,Raniah el-Khateeb,1977-11-15,IQ,,,individual
C634132,Raniah ibn Abdul Azez Shahen,,SA,,,individual
C613722,MT Amber Sky V,,IR,,,vessel
C635860,Nabel Zaydi,1986,JO,,,individual
C151010,Thomas Sorensen,,GB,,,individual
C935728,Laila Moradi,,AF,,,individual
C729249,Tareek ibn Bilal Nasser,1954-12-25,AE,,,individual
C704335,"Kowalsky, Nicholas J.",1967-03-15,FR,passport,FR23646369,individual
C278015,The Sinai Pharma Company,,AE,,,entity
C302400,Hanen ibn Rammi al-Farsi,1986-08-27,SY,,,individual
C448434,Liang Metals Ltd,,GB,,,entity
C103558,Wind Runner III Trader,,MH,,,vessel
C862077,Yang Steel GmbH,,JO,,,entity
C782533,Parvez Tabrezi,1994-05,AF,,,individual
C459423,Janna Mikhailovna Yegoroffa,,UA,,,individual
C280310,James A. Olson,1986-08-22,BR,,,individual
C293980,Nasren Zamani,,IR,,,individual
C360085,Farhed Sallehi,1952-09-11,IR,,,individual
C570698,Ehsen Ebrahemmi,1965,AF,,,individual
C573320,"Popoff, Artem",,RU,,,individual
C399694,Dmitry Zhukov,2000-08-20,RU,,,individual
C941451,Yekaterina Egorowa,,KZ,,,individual
C965889,Roman Zakharov,1996-06-20,RU,,,individual
C892883,Jade Dragon Construction Corp,,MX,,,entity
C914701,Orion Engineering Corp.,,YE,,,entity
C166060,Ruslan Belousov,1974-09-20,BY,,,individual
C205799,Song Petroleum LLC,,RU,,,entity
C513303,Leillah Moradie,1966-05-15,AF,,,individual
C349753,The Volga Holdings GmbH,,BY,,,entity
C678979,Hammed ibn Sammy As-Sabaa,,YE,,,individual
C152348,Alexander Lindkvist,1955,FR,,,individual
C957874,Abdel Azez at-Tikreeti,1988-08-06,AE,passport,AE68471328,individual
C404800,Maryam Kermani,,AF,,,individual
C328206,Yusof Khoury,1980-12,AE,,,individual
C664278,Yuriy Alexandrovich Fedorov,,US,,,individual
C674879,Leonid Novikov,1973-03-25,UA,,,individual
C639409,Dalale El Hachimi,1959-05-25,LB,,,individual
C105203,"Hakeem, Mahmoud bin Anwar",1986-07-28,JO,,,individual
C203107,Anwaar bin Samy Al Rashed,1969-11-12,IQ,,,individual
C362008,Mike Hernández,1955-07-09,US,passport,US78034156,individual
C599640,Faysal Faris,1956-12,LB,,,individual
C330732,"Belousov, Gennady Vladimirovich",1999-01-23,UA,,,individual
C243796,Khadeja Schaheen,1957-05-15,AE,,,individual
C693608,Hussain Kanaen,1957,LB,,,individual
C455329,"Rezai, Sheereene",1953-08-03,IR,,,individual
C254757,Tsvetkov Alexandr,,BY,,,individual
C698890,Walery Tschernow,1995-09,BY,,,individual
C934195,Houseine el-Amene,,AE,,,individual
C274553,Baschar Yaseen,1986-02-24,SA,,,individual
C990448,Hossein Ghassimi,1973-04-04,AF,,,individual
C196090,Alexey Tchitchkin,,RU,,,individual
C854719,Fiodor Ivanovitch Volkoff,1961,KZ,,,individual
C267954,Alexander Sørensen,2000,GB,,,individual
C560829,"Nasir, Zaynab ben Abdol Aziz",1966-11-27,SA,,,individual
C756704,Christopher J. Nguyen,1969-04-07,CA,,,individual
C938076,Ali Sulten,1975,IQ,,,individual
C946240,Javed Akbari,1959-08-01,AF,,,individual
C905326,Susan A. Nguyen,1977-10,BR,,,individual
C256663,Javed Yazdany,1976-08-19,IR,,,individual
C797262,Ahmed El Gabouri,1976-06-28,IQ,,,individual
C122271,M/V Sun Dancer III,,MH,,,vessel
C425652,"Awed, Baschar ibn Hameed",1979-06-14,IQ,,,individual
C822373,Mariam As-Shamsi,1950-11-28,JO,,,individual
C514434,Kamal as-Sayide,,YE,,,individual
C977750,Billal Kasim,1996-09-24,YE,passport,YE70939817,individual
C844086,Evgeny Bykov,1993-03-09,UA,passport,UA44146177,individual
