record_id,full_name,dob,nationality,id_type,id_number,type
C439739,Salem Darwesh,1976-07-02,LB,,,individual
C347420,Saed ibn Abdula Bakr,1964-09-11,EG,,,individual
C912406,Chunshu Han,1984-07-04,TW,,,individual
C607380,Samuel M.,1987-04-23,FR,document,FR76149809,individual
C218798,Amber Agro FZE,,BY,,,entity
C184820,Dorothy M. Schroeder,,FR,,,individual
C252287,Titan Freight Co,,TJ,,,entity
C308404,Fang Qi Liang,1989-05-25,TW,,,individual
C986864,Fahd Bakr,1953,MA,,,individual
C377623,Falcon Metals Co,,BY,,,entity
C144926,He Hongyong,1975-10,SG,,,individual
C508526,RED SEA HOLDINGS PJSC,,BY,,,entity
C141556,Konstantin Nowikow,,BY,,,individual
C677155,Summit Energy Group,,SA,registration,REG-663176,entity
C588193,"Schroeder, Susan M.",1993-09-25,FR,,,individual
C467410,Kammal ibn Dschammal Barakat,1986-02-01,JO,document,JO82563705,individual
C855633,Behrouz Akbari,1996-04-28,GE,,,individual
C736418,Zhang Kun,1981-12-18,HK,,,individual
C448610,Hashemmy Hammeed,1984-01-16,TJ,,,individual
C349064,Ramin Sherazi,1971-08,GE,,,individual
C613922,The Al-Noor Minerals G.m.b.H.,,SG,,,entity
C158271,Jose J. DaSilva,1968-06-22,AU,,,individual
C202679,MV Hormuz Pride Queen,,GR,,,vessel
C432857,Boris Ivanovich Tsvetkov,1957-07-19,SA,,,individual
C661199,ORION AVIATION Corporation,,KW,,,entity
C554511,Billaal Mahdy,,TN,,,individual
C542945,Kavih Baghiri,1992-01-03,TJ,,,individual
C539328,Po Hsueh Huang,,HK,document,HK76550072,individual
C990923,Galina Iwanowna Shevczenko,1952-03-06,BY,,,individual
C275662,PACIFIC RIM STEEL OAO,,BR,,,entity
C179345,Kavih Rahmani,1973-04-16,GE,,,individual
C151661,Hisham Darwesh,1975-11-06,JO,,,individual
C157306,Wei Feng Kuo,1967,TW,,,individual
C307637,Bakr Fahd,1953-07-21,LB,,,individual
C516803,Chin Pao Na,1959-12,SG,,,individual
C618023,Benjamin J. Garcia,1999-11-19,AU,,,individual
C328842,Chuck M. Schroeder,,BR,document,BR52920784,individual
C620341,"ElAtar, Kammal",,SA,,,individual
C289055,Xiajie Chen,1966-04,SG,,,individual
C784324,The Onyx Logistics Public Joint Stock Company,,HK,,,entity
C779496,Pingxue Zhao,,HK,,,individual
C993372,Wei Long Zeng,1986-10-19,SG,,,individual
C802885,Shu Huang,1954-08-21,SG,,,individual
C694319,Ko Hong-Hai,,SG,,,individual
C494398,Iwan Pawlow,1984-05-26,KZ,,,individual
C256387,Ming-Xue Tse,1969,HK,,,individual
C856895,Timur Tsvetkov,1992-06-05,BY,,,individual
C177179,Maryam Rostammi,1980,TJ,,,individual
C969356,Hu Ling,1978-01-11,TW,,,individual
C819541,Sheng Wen Lau,1955-06-22,CN,,,individual
C196355,Falcon Agro Corp.,,AU,,,entity
C107458,Pawel Yegorov,1958-07-06,BY,,,individual
C995036,Gennady Petrovicz Egorow,,UA,,,individual
C603648,"Sorensen, Tori A.",,DE,,,individual
C474582,Rania ben Zied Tahah,1971-01-02,MA,,,individual
C602584,al-Zahrani,1951-10-27,CA,document,MA30013986,individual
C879331,Gennady Fedorov,1990-10-20,GR,,,individual
C449143,Mesopotamia Holdings Corporation,,TW,,,entity
C689984,Yeung Wen,1962-01-23,CN,,,individual
C343870,Nikolay Semionov,1991-05-22,BY,,,individual
C804534,Chun Yong Hoo,1977-02-16,SG,,,individual
C723956,Aishah Azez,,TN,,,individual
C783182,Sahara Steel G.m.b.H.,,GB,,,entity
C910408,Pavel Tsvetkov,,KZ,,,individual
C570749,MT Wind Runner III,,GR,,,vessel
C820556,Bashar Mansour,1990-04-01,TN,,,individual
C252756,Nizar ben Adnen Faris,,SA,,,individual
C691421,Sammy Novak,1962-10-14,GB,,,individual
C236015,Vasily Smirnov,1974-01-25,UA,,,individual
C262119,Edward M. Meyer,2000,GB,,,individual
C557271,Mortizah Moradi,1960-06-08,TJ,,,individual
C621515,"Kuznetsova, Yekaterina",1963-11-02,UA,,,individual
C757696,Yaser El Naggar,1966-08-19,KW,,,individual
C569953,Gennady Semionow,1964-01-14,GR,,,individual
C685994,Benny Hernández,1960-04-05,AU,,,individual
C242432,Jack Sorenson,,CA,,,individual
C152836,Ameer Rezaey,1996-04-03,TJ,,,individual
C248444,Ye Zhong,,TW,,,individual
C775968,Cheng-Ching Mah,1957-09-17,TW,,,individual
C988691,"Koslova, Yulya",1993-10-08,UA,document,UA13797081,individual
C658715,Ocean Titan Alpha,,MH,imo,IMO9923718,vessel
C696338,Abdulkarem Naser,1979,SG,,,individual
C468526,Babak Rahemmi,1979-02-24,TJ,,,individual
C851569,Maxim Yashin,,BY,,,individual
C763010,URAL,,CN,registration,REG-495832,entity
C508371,Charles Kowalski,1966-02-05,FR,,,individual
C941059,Alexandr Joukoff,1972,KZ,,,individual
C460249,Harbor Point Electronics,,BY,,,entity
C625433,Irina Belousoffa,,UA,,,individual
C947816,Elizaveta Nikolaevna Lebedeva,1984-11-01,GR,,,individual
C617556,Rammeen Sherazi,1971-06-01,GE,,,individual
C435666,Vessel Eastern Promise Alpha,,CY,imo,IMO9919987,vessel
C890123,Massoud Kermanie,,TJ,,,individual
C461340,Jamie A. Dubois,1996-02-05,GB,,,individual
C953759,Liu Po,1962-09-05,HK,,,individual
C157945,Mahmoud AlJabourie,1964-07-03,MA,,,individual
C225206,Ivory Coast Import Export Group,,KZ,registration,REG-333531,entity
C770494,Nadezhda Chernova,1962-11-11,KZ,,,individual
C327614,Sammi At-Tikreti,,EG,,,individual
C147185,Abd al-Kareem As-Shamsi,1974-07-08,MA,,,individual
C761707,Cheung Ching Kuei,1984-10-10,CN,,,individual
C145792,Patricia J. Lindqvist,1984-07-06,CA,document,CA66188491,individual
C957666,Eastern Promise,,LR,,,vessel
C344280,Edward M. OBrien,1992-08-10,BR,,,individual
C341622,Anatoly Aleksandrowich Pawlow,1988-04-22,BY,,,individual
C271527,Masri Nabel,,AE,,,individual
C449180,Benjamin A. Rodriguez,1983-11-04,DE,,,individual
C993539,Amer Esfahani,1971-06,GE,,,individual
C250750,Majed Rahemmi,1953-10-21,GE,,,individual
C889453,Abu Sami,1985-12-10,GR,,,individual
C810850,Amer Baghiri,1989-02-10,GE,,,individual
C148995,Zenith Electronics Inc.,,DE,,,entity
C948727,Kai Sun,1951-08-17,CA,,,individual
C433733,Pamir Metals Company,,GB,,,entity
C429291,Mueller John M.,1997-01-28,AU,,,individual
C841735,Orion Holdings Co.,,TN,,,entity
C968019,Jammal ben Jammal Abas,1997-10-26,KW,,,individual
C906095,Mariya Volkova,1956-11-20,GR,document,GR28995465,individual
C418897,Laila Nazary,,GE,,,individual
C895555,Hudah b. Ali as-Sabah,1989-08-10,JO,,,individual
C424295,Fatimmih Mohammadi,1994-02-23,TJ,,,individual
C371183,Maxim Tsoiy,1992-07-17,BY,,,individual
C274876,Meridian Maritime LLC,,LB,,,entity
C636192,Nile Valley Energy Ltd,,BR,,,entity
C738202,Atlantic Hope Alpha,,SG,imo,IMO9013021,vessel
C994412,Ural Freight FZE,,BR,,,entity
C462958,Irina Andreeffa,,KZ,,,individual
C387963,Zhong Ting Shen,2000-07-11,SG,,,individual
C310561,Atlas Freight S.A.,,CA,,,entity
C303017,Ivan Smirnov,1995-08-25,KZ,,,individual
C830134,Kathy Weis,,FR,,,individual
C607453,Wenlan Liu,1950-10-24,HK,,,individual
C370074,"Shahen, Khalled",,TN,,,individual
C697183,"Salmane, Billale",1997,SA,,,individual
C240028,Fatimih Ebrahemi,,TJ,,,individual
C312845,Alexandr Shishkin,1960-04-12,GR,,,individual
C786005,Ebrahemmi Gaved,1966-06-04,GE,,,individual
C686271,Tori Muller,1965-01,AU,,,individual
C616101,Pete M. Ferreira,1977-06-15,CA,,,individual
C584918,He Wenshu,1982-01-15,CN,,,individual
C647057,Julia Kuznezova,1963-12-22,UA,,,individual
C767271,"Chernov, Dmitry Mikhailovich",1966-11,KZ,,,individual
C145870,ElKhateb Tareq,1972-09-10,JO,,,individual
C303424,Awed Faysal,1995-09-13,MA,,,individual
C118087,"Taha, Dallal",1994-04-14,EG,,,individual
C834510,Chun Du,1955-06-10,CN,,,individual
C758933,Yang Tung Pao,,GR,,,individual
C348848,"Red Sea Chemicals, Sociedad Anonima",,TW,,,entity
C474961,Ali Khoury,1959-12-08,EG,,,individual
C639408,Yun Kun Tso,1989-12-05,HK,,,individual
C289743,Reza Ebrahemi,1957-07-05,GE,,,individual
C611463,Khaled al-Najar,1953-07-25,AE,document,AE57815227,individual
C786617,As-Saba Adnen,1984,TN,document,TN79693917,individual
C210529,Cavihe Moradi,1960-06-08,TN,,,individual
C106118,Ming Kuei Chow,1991-04-06,CN,document,CN15652004,individual
C156657,Tabriz Aviation,,SA,,,entity
C374583,Sheren Farahani,1953-02,GE,,,individual
C169671,Dot A. García,1987,FR,,,individual
C503590,Fenglan Chu,1959-12-11,SG,,,individual
C387458,Cruz Alexander A. de la,1981-02-20,MX,,,individual
C295536,Abdel Rahmen El Sayid,1952-07-13,EG,,,individual
C104291,Lei-Cheng Qian,1976-08-07,HK,,,individual
C283731,Kuo Tienhsiang,1984-12-18,SG,,,individual
C836810,Ted M. Larson,,US,,,individual
C582110,Javed Jafari,2000-07-06,GE,,,individual
C558269,Artiom Sergeyevich Andreev,1980-11-20,BY,,,individual
C394885,Nazarie Mahsah,,TJ,,,individual
C639785,Ali b. Majed El-Jabouri,1966-08-24,SA,,,individual
C757654,Elisabeth Meier,1995-10,US,,,individual
C531709,Rammi Salmen,1958-09-22,MA,,,individual
C785867,Bianci Jennifer,1958-07-21,AU,,,individual
C661745,Rezah Esfahani,1980-08-22,TJ,,,individual
C734424,Yassir Atar,,EG,,,individual
C462999,Valentina Kravchenko,1969-04-24,UA,,,individual
C633019,Akbari Fatemeh,1971-06-21,TJ,,,individual
C136242,Benjamin A. Johansson,,US,,,individual
C239245,Zahra Baghiri,1990-03-27,GE,,,individual
C224865,Al-Hijaz Group,,EG,registration,REG-979534,entity
C518962,Vessel Amber Sky,,PA,imo,IMO9613198,vessel
C952023,Svetlana Shishkina,1966,KZ,,,individual
C578079,Tien Leung,,CN,,,individual
C278785,Al-Hijaz Group,,TN,registration,REG-390382,entity
C716718,"Novikoff, Vyatcheslaff",1997-10-08,KZ,,,individual
C199770,Abdulkarem El Atar,1953-02-12,KW,,,individual
C387346,Abdulkarem b. Nizar Abas,1957-11-05,LB,,,individual
C902294,"Orlowa, Zhanna Sergejevna",,GR,,,individual
C706458,"Levant Textiles, Inc",,TJ,,,entity
C480710,Po-Hsueh Hwang,1967,HK,,,individual
C833725,Samerah az-Zahrani,1989-01-09,SA,,,individual
C982532,Naying Luo,1983-09-08,SG,,,individual
C657101,Hamed Esfahanie,1958-04-22,TJ,,,individual
C254188,Meridian Freight Limited,,AE,,,entity
C515552,Ameenah Kanen,,JO,,,individual
C571126,Benny Schroeder,,AU,,,individual
C897602,Rami bin Sallem Awed,1981-09-05,KW,,,individual
C886559,IVORY COAST,,BY,registration,REG-197494,entity
C158893,Silver Crest Star Trader,,MH,,,vessel
C146594,Fahd Al Hashimmi,,KW,,,individual
C986844,Northern Lights Maritime Corp.,,DE,,,entity
C221616,Liu Na Bao,1992-03-27,TW,,,individual
C399403,Atlas,,AU,registration,REG-540662,entity
C431778,Bijen Rostammi,,TJ,,,individual
C299711,Siavash Baghiri,1978-04-07,TJ,,,individual
C204216,Javade Moradi,1999-08,TJ,,,individual
C345640,Yassir Azeez,1977-12-05,KW,,,individual
C710606,Sea Breeze III,,GR,,,vessel
C639273,Kamren Sadighi,1964-02-10,GE,,,individual
C989298,Kamren Baghiri,1995-04-15,GE,,,individual
C813576,Jon J. Lindquist,1983,CA,,,individual
C411212,Farhed Ahmadi,1988,TJ,,,individual
C449600,Chih Yeh,2000-08-08,CN,,,individual
C639128,Abdulrahmen bin Ali Tikreti,1968-05-07,JO,,,individual
C536931,Qian Huaxiao,1961,CN,,,individual
C244327,Sheren Ahmadi,,GE,document,GE98732179,individual
C354377,Ling-Bao Zhou,1964-12,CN,,,individual
C411962,Du Kun Gang,1954-02-24,CN,,,individual
C652588,Andy A. Sørensen,1980-08-08,MX,,,individual
C708115,Valentina Ivanova,1990-08-08,GR,,,individual
C908124,Husain ibn Ibrahem al-Najar,1951-02-25,EG,,,individual
C610839,Dmitriy Orlov,1997-05-18,BY,,,individual
C486149,Anwar Haded,,KW,,,individual
C987769,Theodore Schroeder,1997-08-21,FR,,,individual
C414832,Alexander Meier,1996,GB,,,individual
C415711,Anastasiya Zaitseva,1981-11-08,GR,,,individual
C125628,Moradi Ramen,,GE,,,individual
C607495,Marina Mikhailovna Sokolova,1963-11-28,GR,,,individual
C210841,K. Shahin,,EG,document,EG45267472,individual
C356855,Tao Jing Hwang,1987-07-07,CN,,,individual
C716651,Anatoly Grishin,1966-05-23,UA,,,individual
C549596,Ocean Titan Queen,,MH,,,vessel
C682907,Yussof Hakem,1971-09-27,TN,,,individual
C631944,Hosain Ebrahemmi,1955-04-26,GE,,,individual
C782998,Pepe M. Smith Jones,1952-07-07,DE,,,individual
C518551,Mahmoud Mahdi,1998-01-10,EG,,,individual
C779760,Chiang Chengchih,1955-08-17,SG,,,individual
C919154,Altai Holdings G.m.b.H.,,AU,,,entity
C615382,Dariush Rahemi,1973-04-13,TJ,document,TJ74587029,individual
C306761,"Chaikovskaya, Valentina Mikhailovna",1965-12-10,BY,,,individual
C877060,Chihcheng Li,1950,HK,,,individual
C820389,Abdullah Hakeeme,1954-02-16,JO,,,individual
C582698,Hank J. Lefevre,1997-08-06,US,,,individual
C371237,Muhamad AtTikreti,1960-11-19,TN,,,individual
C756608,Ismayl Darwesh,1986-04-09,KW,,,individual
C726978,Anna Tkachenko,1957-05,UA,,,individual
C979715,"Sapphire Energy, S.A.",,JO,,,entity
C947435,Yu Ho,1989-11-18,TW,,,individual
C488823,Tallal Shahen,1950-11-17,EG,,,individual
C407312,Majed Yasin,1987,TN,,,individual
C515430,Arash Rostammi,1971,US,,,individual
C596928,Bashar Sadalah,1984-09-18,MA,,,individual
C130513,Gammal Khoury,1963-08-22,SA,document,SA41155036,individual
C903499,Руслан Михайлович Морозов,1982-09-18,BR,,,individual
C237296,Frederick Fernandes,,BR,,,individual
C571106,Dorothy A. Hernandez,1976-01-09,MX,,,individual
C967309,Mahmoud ElSayid,1959-05-21,SA,,,individual
C831813,Tiger Lily III Trader,,CY,,,vessel
C366897,Kuo Ching,1987-10-03,CN,,,individual
C367664,"Petrova, Oxana",1995-01-27,UA,document,UA68323898,individual
C834446,Bashar Tahah,1958-07-04,KW,,,individual
C251285,Aisha Awad,,TN,document,TN58360815,individual
C450371,Weiss,,GB,document,GB90845312,individual
C673591,Sami Kanaen,,SG,,,individual
C328127,"Pavlova, Kseniya Sergeyevna",1991-10-05,BY,document,BY59651422,individual
C977555,Cheereen Cheerazi,1969-12-23,TJ,,,individual
C589511,نور ياسين,,JO,,,individual
C365933,Kun Wu,1952-09-22,CN,,,individual
C266425,"Kanaan, Mariam",1951-01-20,TN,,,individual
C509415,Natalya Tkatschenko,1963-08-13,UA,,,individual
C462403,Juriy Lebedew,1962-01-10,BY,,,individual
C194444,Ural International,,GB,registration,REG-343818,entity
C813770,"Hoseini, Mohsin",1987-08-17,TJ,,,individual
C740732,Dariush Mohamadi,1979-05-21,TJ,,,individual
C337135,"al-Jabouri, Yusof",1996-01-07,KW,,,individual
C135659,Samy b. Waled Awaad,1966-09-02,AE,,,individual
C259739,Semion Morozov,1955,KZ,,,individual
C940594,Majed Salmen,,KW,,,individual
C448753,Schröder Joey,1985-10-05,CA,,,individual
C790713,Valery Stepanov,1987,KZ,,,individual
C353063,Pao Song,2000-06-18,TW,,,individual
C274957,Sahara Pharma Company,,GR,,,entity
C661960,Mortizah Jafari,1983-09-01,TJ,,,individual
C854413,Shu-Cheng Ng,1965-01-11,TW,document,TW79183394,individual
C761757,Evgeny Smirnov,,BY,document,BY91723374,individual
C499088,Bosporus Star,,GR,,,vessel
C449502,Dan Peterson,1996,BR,,,individual
C247351,Salmah an-Najar,1990,EG,,,individual
C100897,Bijen Moradi,1954-10-09,GE,,,individual
C980552,Cao Guiwen,1993-06-08,TW,,,individual
C230110,Guo Liang,,SG,,,individual
C922949,Bosphorus & Partners,,DE,registration,REG-582731,entity
C783714,Pacific Glory Alpha,,PA,imo,IMO9463093,vessel
C866846,"ar-Rashed, Samera",1987-03-01,TN,,,individual
C448739,Richard J. García,1952,FR,,,individual
C600806,Niloufar Sherazi,1999-10-09,TJ,,,individual
C935735,"Azeez, Huda b. Mahmoud",,MA,,,individual
C428150,Wiktor Sergeyewich Schevtschenko,1966-10-04,UA,,,individual
C481934,Jennifer M. Van der Berg,,GB,,,individual
C313687,"Garcia, Susan M.",,FR,,,individual
C672497,Fu Song,1958-12-18,SG,,,individual
C138284,Nile Valley Textiles Ltd.,,SA,,,entity
C114514,Wei Chiang Song,2000-04-23,HK,,,individual
C166278,Yong Liu,,HK,,,individual
C139963,Vasily Ivanovich Kravchenko,1985-12-12,UA,,,individual
C398010,Patricia M. Fernandez,1980-11,US,,,individual
C689633,Ma Chiehping,,SG,,,individual
C887102,Yuliya Kovalenko,1960-10-06,UA,,,individual
C847089,Kammal Faris,1972-05-20,LB,,,individual
C510286,Laillah Hashimmi,1953-08-13,GE,,,individual
C742955,Yongping Tang,1963,CN,,,individual
C287125,"Vanderberg, Benny M.",1952-05-05,BR,,,individual
C708277,Parveez Mousavi,2000-03-28,GE,document,GE15964972,individual
C525432,Hua-Hua He,1991-08-22,TW,,,individual
C600431,Leonid Alexandrovich Iakovleff,1990-12-26,GR,document,GR56316263,individual
C784463,Tigris Technologies SA,,GE,,,entity
C231639,Javed Zammani,1960,TJ,,,individual
C160828,Irina Makarova,1965,KZ,,,individual
C227489,Sapphire Technologies Ltd,,JO,,,entity
C693471,Mesopotamia Freight Inc,,AE,,,entity
C610031,Arash Rostammi,,GE,document,GE66993860,individual
C165911,Yekaterina Smirnova,,HK,,,individual
C385305,Paresa Mohamady,1954-08-16,GE,,,individual
C707290,Hussain Awed,2000-03-27,AE,,,individual
C769041,Vyacheslav Orlov,,KZ,,,individual
C996549,Sapphire Investments,,MX,,,entity
C311688,Mahsah Rahmani,1964-01-17,GE,,,individual
C511656,Lotus Minerals,,MX,,,entity
C131045,Emerald Bay Agro GmbH,,MX,,,entity
C366713,Sammeer Sayid,1977-06,JO,,,individual
C413277,Hanen Nasir,,AE,,,individual
C951771,Semen Novikov,1973-07-24,UA,,,individual
C174126,Phoenix Shipping,,LB,,,entity
C364106,Samuel A. Fisher,,BR,,,individual
C922275,Summit Maritime PJSC,,DE,,,entity
C842458,Waled Ghanim,,TN,document,TN81764857,individual
C209260,"ar-Rashed, Zied ibn Nabel",1986-12-04,AE,document,AE14114495,individual
C129331,Hashimi Rammen,1952-04-24,GE,,,individual
C787884,FALCON TEXTILES Company,,GR,,,entity
C650712,Rashed ibn Abdol Rahman Amen,1990-03-17,SA,,,individual
C705830,"Schmitt, Rebecca",1956-12-11,MX,,,individual
C862463,The Karakum Agro Co.,,SA,,,entity
C863812,Margaret M. Fischer,1983-10-04,US,,,individual
C465403,Mikhail Nikolaevich Semenov,1975-07-07,GR,,,individual
C659632,Sami ibn Samir Darwesh,,AE,,,individual
C329172,Parisah Mahmoudi,1953-10-16,TJ,,,individual
C265424,Mariam Hakem,1969-08,LB,,,individual
C910979,Ahmadi Dariush,1969-10-20,TJ,,,individual
C139939,Kit J. Vanderberg,1957-09,AU,,,individual
C189093,Euphrates Logistics FZE,,CA,,,entity
C876707,Yu Hu,1965-10-25,CN,,,individual
C865490,Ehsen Karemmi,1980-02-07,GE,,,individual
C681494,Harry Andersen,1988-12,GB,,,individual
C513831,Kamren Nazari,1964-03-13,TJ,,,individual
C956748,Grigory Mikhailovich Grishin,1964-08-16,GR,,,individual
C142091,Volga Industries Ltd,,TW,,,entity
C786307,Xiang-Guo Wang,,SG,,,individual
C681430,Adnen Kanen,1953-06-21,JO,,,individual
C410464,Ad-Doury Kamaal ibn Tallal,,LB,,,individual
C148960,Hassen Sulten,1954-12-25,KW,,,individual
C474597,Alexander Lefèvre,1975-07,AU,,,individual
C624842,Matt A. García,1975-06-07,GB,,,individual
C550875,Mohsin Farahani,1953-05-25,TJ,,,individual
C163423,Lei-Mei Zhou,1963-03-28,TW,,,individual
C125024,MERIDIAN,,AE,registration,REG-566660,entity
C438872,Zhanna Tsoy,1958-07-08,GR,,,individual
C895164,"Bois, Freddie M. Du",1995,CA,,,individual
C935904,Aischa b. Kareem Sulten,1972-07-22,AE,,,individual
C407955,Henry Sorensen,,GB,,,individual
C938501,Charles van den Berg,,CA,,,individual
C276726,Yan Ying Chow,,CN,,,individual
C174663,"Shishkina, Anna Sergeyevna",,KZ,,,individual
C908592,Natalya Stepanova,1953,KZ,,,individual
C934155,Dariuche Tabrezi,,TJ,,,individual
C535834,Jammal b. Tarik Faris,,LB,,,individual
C131206,Fung Xin Ping,1967-06-14,HK,,,individual
C993302,Na Kuo Shen,,HK,,,individual
C298168,Salih Laylah,1974-02-08,JO,,,individual
C480435,Li Yan-Kai,1980-01-16,CN,,,individual
C839689,Artiom Morozov,1991-05,BY,,,individual
C822056,Sahara Electronics Company,,HK,,,entity
C983041,Vyacheslav A.,1986-04-05,BY,document,BY85182111,individual
C105731,"Sapphire Industries, Joint Stock Company",,TW,,,entity
C554525,Arkady Petrovich Petrov,1984-04-02,KZ,document,KZ35769621,individual
C510379,Khadedschah Mahdi,,SA,,,individual
C186788,Choi Hao Kuo,1959-01-02,CN,,,individual
C585908,Long Song,1973-01-21,SG,,,individual
C578120,Jim Fisher,1952-02-21,MX,,,individual
C666402,Shan Shu Cui,,CN,,,individual
C400077,Mueller James J.,1956-03-21,MA,,,individual
C200212,Sammi ben Abdol Karime Saadallah,1998,TN,,,individual
C889597,Ted Van der Berg,1968-04-16,US,,,individual
C954284,Theodore A. Ferreira,1977-01-22,DE,,,individual
C323843,Oleg Tzvetkov,1971-08-06,GR,,,individual
C817228,Cheung Guo Ying,1988-02,TW,,,individual
C696593,Henry Olsen,1963-09-24,MX,,,individual
C369706,Sorenson Joe A.,,JO,,,individual
C390735,Ming Hsu,1975-11-19,SG,,,individual
C640312,Jenny M. Smith-Jones,1955-08-27,CA,,,individual
C251278,"Al-Khateb, Anwar ben Ahmed",,CA,,,individual
C226906,Stanislaff Pavloff,,UA,,,individual
C604313,Karem Salmen,2000-12-25,EG,,,individual
C572333,Bin Yuan,,SG,,,individual
C106949,Oleg Sergeyevich Bondarenko,2000-01-12,GR,,,individual
C374014,MT Iron Duke Star,,GR,,,vessel
C799834,Galina Ivanova,1966,UA,,,individual
C741318,"Tkatchenko, Stanislaff",1953,UA,,,individual
C238221,Tao Hui Liang,1989-06-12,SG,,,individual
C683106,Amer Sadeghie,1954-06-04,GE,,,individual
C293266,Ievgeny Zaitzev,,KZ,,,individual
C935664,Mahsah Baghiri,1968-06-04,GE,,,individual
C154720,Wei-Yun Tai,1953-05-04,CN,,,individual
C518001,Hossain Yazdani,1970-07-28,TJ,,,individual
C253533,Hamed Yazdani,1993,TJ,,,individual
C952074,"Sallihi, Lailla",1969-12-09,GE,,,individual
C986072,Yassir ibn Khaled el-Zahrani,,BR,,,individual
C920079,Li De Bin,1985-12-05,MA,,,individual
C754853,Robert Meyer,1992-04-26,DE,,,individual
C636856,Siavash Tehrani,,TJ,,,individual
C518611,Nataliya Vladimirovna Stepanova,1950-08-08,KZ,document,KZ41695008,individual
C301287,Abdul Azez ibn Abdul Azez Awed,1979-04-08,EG,,,individual
C371748,Hamzah Az-Zahrani,1963-02-26,LB,,,individual
C958539,Tony Smith-Jones,1966-07-13,US,,,individual
C521574,Edward A. Petersen,,DE,,,individual
C352831,Mahdi Sallem,1979,TN,,,individual
C694143,Parissa Rezaai,,GE,,,individual
C650359,Hua-Pin Tso,1975-10-21,HK,,,individual
C684555,Karakum Trading Co.,,JO,,,entity
C198360,Robert J. Sorensen,,US,,,individual
C318177,Siavash Karemmi,1959-01-11,TJ,,,individual
C992768,"Novak, Harry A.",,MX,,,individual
C451364,Shan-Yu Fung,,TW,,,individual
C580001,Drew A. Andersson,1960-01-23,BR,,,individual
C354668,Igor Belousov,1974,BY,,,individual
C835978,Wasily Gristschin,1966-02-19,KZ,,,individual
C790074,Hammeed Ahmadi,1955-03-05,TJ,,,individual
C167758,Jung Chung Liu,1952-10-05,SG,document,SG79900534,individual
C947832,Dick de la Cruz,1955-07-25,DE,,,individual
C988344,Yuliya Sergeyevna Andreeva,,KZ,,,individual
C475715,Hakem Omar,1954-12-06,JO,,,individual
C663667,Vyacheslav Stepanov,1973-10-16,UA,,,individual
C257775,Hui Kai Chan,,CN,,,individual
C599580,"Levant Industries, FZE",,FR,,,entity
C631720,M/T Albatross One,,LR,,,vessel
C968640,Ning Guo,1967,CN,,,individual
C299907,an-Najar Rammi,,DE,,,individual
C155729,"Esfahani, Bijen",1955-08-13,GE,,,individual
C473976,Jammal ibn Mustafah Azez,,KW,,,individual
C566103,Nile Valley Freight Inc,,LB,,,entity
C908296,HARBOR POINT HOLDINGS Co,,MA,,,entity
C757014,Sallih Karem,,EG,,,individual
C952997,"Kovalenko, Valery Vladimirovich",1989-03,UA,,,individual
C770950,Valentina Ivanovna Orlova,1965-04-17,UA,,,individual
C718517,Nour ben Yasir el-Farsi,1954-01-17,EG,,,individual
C104474,Anware Abas,1990-05-02,JO,,,individual
C189951,Hong-Sheng Guo,1988-11-26,TW,,,individual
C701549,"Czaikowsky, Wiktor Mikhailovicz",,UA,,,individual
C340531,Altai Metals Co.,,FR,,,entity
C386987,"Bondarenko, Semion Vladimirovich",,UA,,,individual
C497720,Zagros International,,TJ,registration,REG-758087,entity
C658805,Yenisei,,CA,registration,REG-105418,entity
C863506,Zamzam Textiles GmbH,,JO,,,entity
C121094,Atlantic Hope,,LR,imo,IMO9661679,vessel
C713775,Sinai Holdings SA,,DE,,,entity
C766885,OBrien Bob,1968-04-02,BR,,,individual
C787491,Pacific Rim Group,,MX,registration,REG-244385,entity
C691496,Kamchatka Technologies,,BY,,,entity
C410523,Hammeed Hashemi,,TJ,,,individual
C132937,Han Hsiangwei,,CN,,,individual
C607567,Sammi Haded,1983-09-26,SA,,,individual
C191516,Nasren Ebrahemmi,1986-03-08,GE,,,individual
C644288,"Tehrani, Ehsen",,GE,,,individual
C734743,Abdulrahmen Al Rashed,1956-01-28,MA,,,individual
C883850,Muhamed bin Sammer Shahen,,KW,document,KW81804160,individual
C317755,Khateb Laylah El,1955-09-24,JO,document,JO88362339,individual
C965518,Dmitry Petrovich Semenov,1966-06,KZ,,,individual
C860293,Jamal Sadala,1986-08-05,KW,,,individual
C519266,Tsao Kunching,1997-04-03,CN,,,individual
C401923,Vicky Peterson,1979-09-02,DE,,,individual
C274090,Hashemi,,TJ,document,TJ27750467,individual
C820743,Sammy Shaheen,1999-10-01,JO,,,individual
C556387,Yelena Sergeyevna Makarova,,BY,,,individual
C235868,Arkady Semionow,1987-06-19,UA,,,individual
C550378,M/T Ocean Titan IV,,LR,,,vessel
C885179,Nour Yasen,1955-01-15,JO,,,individual
C571499,Stanislav Shevchenko,1977,UA,document,UA90174351,individual
C519436,Mortiza Nazari,1971-12-03,GE,,,individual
C866715,Bosphorus Metals G.m.b.H.,,SG,,,entity
C748343,Grigory Alexeevich Novikov,,UA,,,individual
C327842,Lee Long,1952-12-16,SG,,,individual
C291529,Boris Alexandrovich Popov,1970-02-26,KZ,,,individual
C354538,Gammal Barakat,1988-08,LB,,,individual
C573717,Hossain Dschafari,,TJ,,,individual
